loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc
20000,20000,20000,60,13.56,460.82,C,C1,Attorney,10,MORTGAGE,187000
3000,3000,2750,36,10.72,97.82,B,B2,Registered nurse,1,OWN,60000
7500,7500,7500,36,6.46,229.74,A,A1,Technical Writer,1,OWN,45000
26500,26500,26500,36,16.14,933.5,C,C4,Speech language therapist assistant,3,RENT,150000
20975,20975,20975,36,8.19,659.13,A,A4,Project Director,2,MORTGAGE,165000
6600,6600,6600,36,7.02,203.85,A,A2,Office manager,1,MORTGAGE,39000
40000,40000,40000,60,8.19,814.7,A,A4,,1,OWN,80000
25000,25000,25000,60,12.98,568.58,B,B5,Expedite,10,RENT,91000
20000,20000,20000,60,14.47,470.26,C,C2,Automotive Tech,1,MORTGAGE,41600
5000,5000,5000,36,16.14,176.14,C,C4,Tax Preparer,10,MORTGAGE,50000
10000,10000,10000,60,11.31,218.98,B,B3,Customer Service,3,MORTGAGE,42000
15000,15000,15000,36,8.81,475.68,A,A5,Corporate Director,5,MORTGAGE,185000
32475,32475,32475,60,10.33,695.29,B,B1,,1,RENT,40000
10000,10000,10000,36,20.89,376.19,D,D4,Lead IT Analyst,1,MORTGAGE,156000
4000,4000,4000,36,11.8,132.48,B,B4,Machine Operator ,10,MORTGAGE,95000
20000,20000,20000,60,16.14,487.86,C,C4,Driver,3,MORTGAGE,60000
19800,19800,19800,60,15.02,471.25,C,C3,Customer Service,10,MORTGAGE,51000
35000,35000,35000,60,8.19,712.87,A,A4,,0,MORTGAGE,97000
2000,2000,1975,36,15.02,69.36,C,C3,labor,3,RENT,75000
10000,10000,10000,36,7.56,311.34,A,A3,Truck Driver,3,MORTGAGE,68000
11500,11500,11500,36,10.33,372.86,B,B1,SLP,5,MORTGAGE,63751
40000,40000,40000,36,6.46,1225.24,A,A1,Engineering Manager,10,MORTGAGE,150000
10000,10000,10000,60,26.31,301.25,E,E4,INSTITUTIONAL AID,10,MORTGAGE,47000
10000,10000,10000,60,13.56,230.41,C,C1,Operations manager ,10,RENT,56000
3000,3000,3000,36,8.81,95.14,A,A5,Welder,1,MORTGAGE,75000
30000,30000,30000,60,10.72,648.1,B,B2,Manager ,1,RENT,280000
16000,16000,16000,60,11.8,354.3,B,B4,Supervisor,10,MORTGAGE,62000
15000,15000,15000,36,8.81,475.68,A,A5,Community Association Manager,1,RENT,68000
8750,8750,8750,36,24.37,344.99,E,E2,,0,OWN,25000
10000,10000,10000,60,18.94,259.08,D,D2,Electrician,10,MORTGAGE,300000
21000,21000,21000,60,12.98,477.6,B,B5,President,10,MORTGAGE,485000
18500,18500,18500,60,11.8,409.66,B,B4,"Lead, Data Engineer",10,MORTGAGE,110000
4000,4000,4000,36,18.94,146.51,D,D2,Production operator ,10,OWN,75000
10000,10000,10000,36,7.56,311.34,A,A3,Message  Therapist,4,MORTGAGE,35000
15000,15000,15000,36,23.4,583.78,E,E1,maintence supevisor,10,MORTGAGE,90000
24000,24000,24000,60,17.97,609.06,D,D1,Director Engineering,1,RENT,250000
18000,18000,18000,36,11.31,591.95,B,B3,Superintendent ,8,MORTGAGE,132000
16000,16000,16000,60,15.02,380.81,C,C3,,1,RENT,55000
10000,10000,10000,36,19.92,371.23,D,D3,,0,MORTGAGE,55644
20000,20000,20000,36,16.91,712.16,C,C5,co owner,10,OWN,40000
20000,20000,20000,36,15.02,693.51,C,C3,Director of Operations,2,MORTGAGE,224000
2000,2000,1725,36,12.98,67.37,B,B5,Production Superintendant,10,RENT,120000
15000,15000,15000,36,11.8,496.79,B,B4,Strategic Account Manager,2,RENT,120000
15000,15000,15000,36,6.46,459.47,A,A1,,0,MORTGAGE,95000
35000,35000,35000,60,14.47,822.95,C,C2,Registered Nurse,10,RENT,89000
10000,10000,10000,36,6.46,306.31,A,A1,Painter,2,RENT,35000
22000,22000,22000,36,7.56,684.95,A,A3,,0,OWN,13000
30000,30000,30000,36,11.31,986.58,B,B3,Road Driver,10,MORTGAGE,146332
15000,15000,15000,36,7.02,463.3,A,A2,Associate Director,10,RENT,63500
17000,17000,17000,36,7.56,529.28,A,A3,,1,MORTGAGE,115000
22600,22600,22600,60,10.33,483.87,B,B1,Loan Officer,2,RENT,104000
6000,6000,6000,36,8.81,190.27,A,A5,Registered nurse,6,MORTGAGE,80000
11000,11000,11000,36,8.81,348.83,A,A5,foreman,10,MORTGAGE,58080
4000,4000,4000,36,8.19,125.7,A,A4,General manager ,6,RENT,56000
9000,9000,9000,36,8.81,285.41,A,A5,Assistant Vice President,8,RENT,90000
11000,11000,11000,36,8.81,348.83,A,A5,Faculty Instructor,3,RENT,75000
20000,20000,20000,36,7.02,617.73,A,A2,QA Specialist ,10,MORTGAGE,85000
26000,26000,26000,60,22.35,723.28,D,D5,Customer Service Rep,10,MORTGAGE,45000
21000,21000,21000,60,11.8,465.02,B,B4,meat manager,10,MORTGAGE,50000
8800,8800,8800,36,24.37,346.97,E,E2,Headlead,3,OWN,60000
11375,11375,11375,60,18.94,294.7,D,D2,IS Project Director,10,MORTGAGE,175000
5500,5500,5500,36,20.89,206.91,D,D4,Manager,10,MORTGAGE,139500
13000,13000,13000,60,20.89,350.89,D,D4,Materials Team Lead,3,MORTGAGE,39000
14400,14400,14400,60,13.56,331.79,C,C1,Environmental Manager,1,MORTGAGE,135000
30000,30000,30000,36,8.19,942.73,A,A4,maintaince,9,OWN,64000
40000,40000,40000,36,8.19,1256.97,A,A4,Finance Consultant,4,OWN,200000
30000,30000,30000,36,18.94,1098.78,D,D2,Administrator,10,RENT,50000
2500,2500,2500,36,7.02,77.22,A,A2,Carpenter apprentice,1,RENT,48000
14500,14500,14500,36,10.72,472.8,B,B2,Medical Office Coordinator,1,MORTGAGE,31200
26000,26000,26000,60,16.14,634.21,C,C4,Service Manager,1,RENT,60000
36000,36000,36000,36,10.72,1173.83,B,B2,Sr. Sales Director,1,RENT,200000
16000,16000,16000,36,12.98,538.95,B,B5,,2,RENT,25000
10000,10000,10000,60,19.92,264.5,D,D3,Maintenance Engineer,2,MORTGAGE,68000
8400,8400,8400,36,14.47,289.02,C,C2,Teacher,10,MORTGAGE,106000
30000,30000,30000,36,18.94,1098.78,D,D2,Sales / QC Manager,2,MORTGAGE,150000
30000,30000,30000,36,18.94,1098.78,D,D2,Industrial Lift Truck Operator (ILTO),10,MORTGAGE,85000
28000,28000,28000,36,7.56,871.75,A,A3,Electrician,1,RENT,58000
10700,10700,10700,36,6.46,327.75,A,A1,Elementary Principal,10,OWN,70000
5000,5000,5000,36,12.98,168.43,B,B5,Operations Manager ,6,RENT,123000
40000,40000,40000,36,11.8,1324.76,B,B4,Assitant,3,RENT,85000
30000,30000,30000,36,6.46,918.93,A,A1,Maintenance mechanic ,5,MORTGAGE,58000
8000,8000,8000,36,11.31,263.09,B,B3,Courier,10,RENT,63000
6800,6800,6800,36,10.72,221.73,B,B2,Retail Manager,9,OWN,46000
15000,15000,15000,36,7.02,463.3,A,A2,Sales,10,MORTGAGE,100000
1200,1200,1200,36,26.31,48.55,E,E4,Business Development Manager,5,RENT,55000
20000,20000,20000,36,7.02,617.73,A,A2,International Marketing Coordinator,10,MORTGAGE,53000
7500,7500,7500,36,7.56,233.51,A,A3,Sales manager,2,MORTGAGE,125000
40000,40000,40000,60,8.19,814.7,A,A4,Assistant store manager,10,MORTGAGE,100000
7000,7000,7000,36,16.14,246.59,C,C4,Attorney,2,RENT,110000
25000,25000,25000,36,23.4,972.97,E,E1,5th Grade Teacher,7,MORTGAGE,44000
11000,11000,11000,36,8.81,348.83,A,A5,Teacher,10,MORTGAGE,129000
20000,20000,20000,60,13.56,460.82,C,C1,Laborer ,10,MORTGAGE,150000
36000,36000,36000,60,19.92,952.18,D,D3,School Teacher,1,RENT,50000
6500,6500,6500,36,7.56,202.37,A,A3,President ,10,RENT,41000
9000,9000,9000,36,8.19,282.82,A,A4,Security Analyst,7,MORTGAGE,55000
9600,9600,9600,36,17.97,346.92,D,D1,Data Analyst,10,MORTGAGE,109000
8000,8000,8000,36,8.81,253.7,A,A5,supervisor-inventory and training,10,MORTGAGE,91000
25000,25000,25000,36,10.72,815.16,B,B2,Operation Manager,10,RENT,110000
16000,16000,16000,60,12.98,363.89,B,B5,Operator,10,RENT,80000
11000,11000,11000,36,10.72,358.67,B,B2,Teacher,10,OWN,48000
12000,12000,12000,60,10.72,259.24,B,B2,,0,OWN,22000
40000,40000,40000,60,10.72,864.13,B,B2,General manager,10,MORTGAGE,125000
10000,10000,10000,36,8.19,314.25,A,A4,Customer Service Agent,10,OWN,50000
4500,4500,4500,36,16.91,160.24,C,C5,Sales consultant ,3,RENT,51000
36000,36000,36000,36,7.02,1111.91,A,A2,,1,MORTGAGE,84629
10000,10000,10000,36,10.33,324.23,B,B1,Director,4,RENT,153000
3000,3000,2975,36,8.81,95.14,A,A5,Auto tech,4,OWN,27996
40000,40000,40000,60,13.56,921.64,C,C1,Maintenance Welder,7,RENT,70000
25000,25000,25000,36,15.02,866.88,C,C3,Registered nurse,1,OWN,58812
3500,3500,3500,36,6.46,107.21,A,A1,Data Specialist,1,RENT,95000
12975,12975,12975,36,17.97,468.89,D,D1,Assistant Administrator,4,MORTGAGE,50000
12000,12000,12000,36,6.46,367.57,A,A1,Associate,1,RENT,100000
15000,15000,15000,36,11.31,493.29,B,B3,Owner ,10,RENT,120000
10800,10800,10800,36,6.46,330.82,A,A1,,0,RENT,27500
7200,7200,7200,36,11.8,238.46,B,B4,,0,MORTGAGE,57000
10000,10000,10000,36,16.14,352.27,C,C4,Regional Coordinator ,10,MORTGAGE,40000
40000,40000,40000,36,6.46,1225.24,A,A1,Lead,10,MORTGAGE,155000
26500,26500,26500,60,17.97,672.5,D,D1,Compliance Officer,10,MORTGAGE,82224
20000,20000,20000,36,7.56,622.68,A,A3,Foreman,10,MORTGAGE,81000
25000,25000,25000,60,10.33,535.25,B,B1,,1,MORTGAGE,145000
31975,31975,31975,36,11.8,1058.98,B,B4,Project Manager,7,MORTGAGE,96000
10000,10000,10000,60,12.98,227.43,B,B5,,0,OWN,25000
10000,10000,10000,36,13.56,339.65,C,C1,Office Manager,2,MORTGAGE,67500
20000,20000,20000,60,16.14,487.86,C,C4,Range Specialist,10,RENT,82000
6300,6300,6300,36,8.19,197.98,A,A4,"Sr Director, Volunteer Programs",7,RENT,89100
38000,38000,38000,60,13.56,875.55,C,C1,Metrology Manager,2,MORTGAGE,120000
15000,15000,15000,60,16.14,365.89,C,C4,,0,RENT,35000
1800,1800,1800,36,10.33,58.37,B,B1,Transcription assistant,1,RENT,32000
16000,16000,16000,60,16.14,390.29,C,C4,Class A Driver/laborer,3,RENT,45000
40000,40000,40000,36,16.14,1409.05,C,C4,Automotive Marketing Account Manager,2,MORTGAGE,75000
20500,20500,20500,60,8.19,417.54,A,A4,Audit Director,10,RENT,91000
35000,35000,35000,36,16.91,1246.28,C,C5,Mortgage Underwriter,5,MORTGAGE,85000
20000,20000,20000,36,14.47,688.13,C,C2,Engineer,10,MORTGAGE,175000
14000,14000,14000,60,15.02,333.21,C,C3,Patrol Officer,1,MORTGAGE,48893
30000,30000,30000,36,15.02,1040.26,C,C3,Sales manager ,7,MORTGAGE,225000
9000,9000,9000,36,17.97,325.24,D,D1,Mechanic ,3,RENT,45000
35000,35000,35000,36,8.19,1099.85,A,A4,Driver /mechanic,9,MORTGAGE,60000
34400,34400,34400,60,16.14,839.11,C,C4,Sales Assistant,10,RENT,90000
19575,19575,19575,36,11.8,648.31,B,B4,Manager,7,MORTGAGE,56000
7000,7000,7000,36,8.19,219.97,A,A4,General Manager,2,OWN,35000
21000,21000,21000,60,22.35,584.19,D,D5,Mechanical Designer,1,RENT,65000
4900,4900,4900,36,14.47,168.6,C,C2,Teacher,5,RENT,50000
3000,3000,3000,36,13.56,101.9,C,C1,Eligibility Worker III,10,RENT,60000
8000,8000,8000,36,8.19,251.4,A,A4,Police officer,10,MORTGAGE,90000
40000,40000,40000,36,7.56,1245.36,A,A3,Financial advisor ,2,MORTGAGE,300000
30000,30000,30000,60,15.02,714.02,C,C3,billing specialist,10,MORTGAGE,135000
5400,5400,5400,36,10.72,176.08,B,B2,Pastor,10,OWN,56000
8000,8000,8000,36,6.46,245.05,A,A1,Client Specialist Development,2,RENT,47000
5000,5000,5000,36,23.4,194.6,E,E1,Counsellor,1,RENT,25000
7000,7000,7000,36,15.02,242.73,C,C3,Personal care assistant,10,MORTGAGE,55000
18000,18000,18000,36,7.56,560.41,A,A3,Digital Solutions Manager,5,MORTGAGE,105000
1000,1000,1000,36,23.4,38.92,E,E1,,0,OWN,19110.59
8400,8400,8400,36,7.56,261.53,A,A3,Environmental Scientist,1,RENT,59000
25000,25000,25000,60,8.81,516.66,A,A5,dev ops engineer  ,1,RENT,115000
5000,5000,5000,36,8.19,157.13,A,A4,Property Management,1,RENT,45000
25000,25000,25000,60,16.91,620.11,C,C5,ACCOUNT MANAGER,1,MORTGAGE,167000
40000,40000,40000,60,10.33,856.4,B,B1,Lead Genius,10,RENT,150000
1500,1500,1500,36,27.27,61.46,E,E5,Refrigeration assembler ,6,OWN,31200
6000,6000,6000,36,10.33,194.54,B,B1,Transportation Mechanic Helper,2,RENT,28000
3000,3000,3000,36,27.27,122.92,E,E5,Labor Relations Representative,10,RENT,87341
19500,19500,19500,36,8.81,618.38,A,A5,Paralegal,10,MORTGAGE,57000
30000,30000,30000,60,10.33,642.3,B,B1,Lead Account Manager,7,RENT,94450
15000,15000,15000,36,18.94,549.39,D,D2,School bus driver ,10,RENT,67000
20000,20000,20000,36,16.14,704.53,C,C4,,0,RENT,38624
1000,1000,1000,36,23.4,38.92,E,E1,Project Manager,10,MORTGAGE,75000
20000,20000,20000,60,19.92,528.99,D,D3,Physician Assistant,8,MORTGAGE,112000
5000,5000,5000,36,8.19,157.13,A,A4,Industry Sales Manager ,1,RENT,80000
2000,2000,2000,36,8.81,63.43,A,A5,Manager,4,MORTGAGE,28000
15000,15000,15000,36,8.81,475.68,A,A5,ILS Specialist IV,10,MORTGAGE,87000
25000,25000,25000,36,6.46,765.77,A,A1,,1,MORTGAGE,160000
35000,35000,35000,60,15.02,833.02,C,C3,Teacher,10,MORTGAGE,109000
25000,25000,25000,36,7.02,772.16,A,A2,Managing Partner,3,MORTGAGE,180000
32000,32000,32000,60,15.02,761.62,C,C3,Operations Coordinator,10,RENT,62000
15000,15000,15000,36,8.19,471.37,A,A4,Teachers assistant ,4,MORTGAGE,72000
19000,19000,19000,36,6.46,581.99,A,A1,LPN,8,RENT,45000
20000,20000,20000,36,18.94,732.52,D,D2,Poker Dealer,2,OWN,60000
10000,10000,10000,36,14.47,344.07,C,C2,Customer Service Engineer,10,RENT,100000
20000,20000,20000,36,10.72,652.13,B,B2,Legal Assistant,5,MORTGAGE,47000
15000,15000,15000,36,11.31,493.29,B,B3,OPERATION OFFICER,10,RENT,102000
7800,7800,7800,36,11.31,256.51,B,B3,professor,10,MORTGAGE,100000
5000,5000,5000,36,10.33,162.12,B,B1,Police Officer,10,MORTGAGE,118964
10000,10000,10000,36,14.47,344.07,C,C2,Nurse,1,OWN,36000
28000,28000,28000,60,13.56,645.15,C,C1,Production/Electrical Manager,10,MORTGAGE,108000
25000,25000,25000,60,8.19,509.19,A,A4,Solutions Engineer ,2,MORTGAGE,130000
15000,15000,15000,36,8.19,471.37,A,A4,"Manager, Service and Support",4,RENT,60000
22000,22000,22000,60,8.19,448.09,A,A4,Teacher,10,RENT,61000
36000,36000,36000,60,10.72,777.71,B,B2,electrician ,10,MORTGAGE,94000
35000,35000,35000,36,8.19,1099.85,A,A4,VP Demand Planning and Forecasting,10,MORTGAGE,120000
10000,10000,10000,60,13.56,230.41,C,C1,e-Service Rep,4,RENT,53000
16000,16000,16000,36,13.56,543.43,C,C1,Registered Nurse,7,MORTGAGE,120000
20000,20000,20000,60,12.98,454.86,B,B5,food and beverage hostess,10,MORTGAGE,45000
8000,8000,8000,36,6.46,245.05,A,A1,Outpatient Coding Specialist,7,RENT,103000
7000,7000,7000,36,6.46,214.42,A,A1,Bartender/server,8,RENT,40000
20000,20000,20000,36,20.89,752.38,D,D4,,0,OWN,22800
14000,14000,14000,36,16.91,498.52,C,C5,,1,RENT,38400
11000,11000,11000,36,12.98,370.53,B,B5,manager,2,RENT,51000
29750,29750,29750,60,16.14,725.68,C,C4,Investigator (Public Defender's Office),5,RENT,73800
13000,13000,13000,36,23.4,505.95,E,E1,Computer lab manager ,10,MORTGAGE,32000
6000,6000,6000,36,15.02,208.06,C,C3,ramp service,10,MORTGAGE,130000
25600,25600,25600,60,14.47,601.93,C,C2,correction police officer,10,MORTGAGE,92000
10000,10000,10000,36,15.02,346.76,C,C3,Fulfillment Specialist,3,RENT,29000
39500,39500,39500,60,8.19,804.52,A,A4,Teacher ,10,RENT,88000
17500,17500,17500,60,11.8,387.52,B,B4,Financial Adviser ,2,MORTGAGE,165000
30000,30000,30000,60,10.33,642.3,B,B1,,1,MORTGAGE,160000
8000,8000,8000,36,23.4,311.35,E,E1,,0,MORTGAGE,45000
10000,10000,10000,36,8.81,317.12,A,A5,Licensing Investigator,7,OWN,38259
12000,12000,12000,36,7.02,370.64,A,A2,Java Developer,1,MORTGAGE,104000
14400,14400,14400,36,8.19,452.51,A,A4,Middle School Science Teacher,1,MORTGAGE,59260
18000,18000,18000,60,14.47,423.23,C,C2,Bartender/Asst Manager,5,MORTGAGE,52000
4000,4000,4000,36,8.19,125.7,A,A4,General Manager,10,MORTGAGE,65000
35000,35000,35000,36,11.31,1151.01,B,B3,Sr Customer Success Manager,6,RENT,102972
19000,19000,19000,36,6.46,581.99,A,A1,Teacher ,10,RENT,63000
40000,40000,40000,60,12.98,909.72,B,B5,Senior Production Manager,2,MORTGAGE,100000
5000,5000,5000,36,11.8,165.6,B,B4,ESCROW OFFICER,8,RENT,60000
33500,33500,33500,60,16.91,830.95,C,C5,Team Lead Data BI,2,MORTGAGE,243920
37200,37200,37200,36,8.81,1179.67,A,A5,Attorney,6,MORTGAGE,79000
23000,23000,23000,60,11.31,503.64,B,B3,Programmer Analyst III,5,RENT,118000
2000,2000,2000,36,7.56,62.27,A,A3,Teacher,3,RENT,46000
16000,16000,16000,36,16.14,563.62,C,C4,Hvac service tech,10,MORTGAGE,32000
6400,6400,6400,36,7.56,199.26,A,A3,Relationship Advocate,1,OWN,70000
20000,20000,20000,36,6.46,612.62,A,A1,Associate,2,RENT,35000
20500,20500,20500,36,6.46,627.94,A,A1,,1,MORTGAGE,2000
15000,15000,15000,60,24.37,434.75,E,E2,Logistics ,8,MORTGAGE,96000
6300,6300,6300,36,18.94,230.75,D,D2,Correction sergeant ,10,MORTGAGE,85000
6500,6500,6500,36,11.31,213.76,B,B3,Data analysis ,1,RENT,30000
4000,4000,4000,36,7.02,123.55,A,A2,Teacher,10,RENT,92000
3000,3000,3000,36,8.81,95.14,A,A5,Medical Authorizations Specialist,3,RENT,60000
5000,5000,5000,36,10.33,162.12,B,B1,Loss Prevention Director,9,RENT,100000
8000,8000,8000,36,16.14,281.81,C,C4,"Office Manager, R.D.A.",10,MORTGAGE,140000
8500,8500,8500,36,18.94,311.32,D,D2,,1,RENT,70000
16000,16000,16000,60,10.33,342.56,B,B1,Delivery driver,6,RENT,60000
16000,16000,16000,36,6.46,490.1,A,A1,System Administrator III,1,MORTGAGE,86000
10000,10000,10000,60,15.02,238.01,C,C3,,2,OWN,18000
8000,8000,8000,36,11.31,263.09,B,B3,Lab Director,1,RENT,72000
40000,40000,40000,36,6.46,1225.24,A,A1,CTO,1,MORTGAGE,262000
7000,7000,7000,36,18.94,256.38,D,D2,,0,RENT,22000
4400,4400,4400,36,8.19,138.27,A,A4,admin asst,10,RENT,52000
26000,26000,26000,60,10.72,561.68,B,B2,,1,MORTGAGE,175000
20000,20000,20000,36,14.47,688.13,C,C2,Contract Specialist ,4,MORTGAGE,122000
5500,5500,5500,36,10.33,178.33,B,B1,house painter,2,RENT,26000
16000,16000,16000,60,15.02,380.81,C,C3,,1,MORTGAGE,180000
6000,6000,6000,36,16.91,213.65,C,C5,Reception,3,MORTGAGE,27500
2000,2000,2000,36,23.4,77.84,E,E1,E6,10,RENT,65000
20000,20000,20000,36,10.33,648.45,B,B1,Truck Drive,3,RENT,54000
10000,10000,10000,36,6.46,306.31,A,A1,,0,MORTGAGE,110000
40000,40000,40000,60,15.02,952.02,C,C3,Pipe fitter/plumber ,10,MORTGAGE,78000
11000,11000,11000,60,23.4,312.63,E,E1,Human Resources Manager,1,RENT,185000
40000,40000,40000,36,7.56,1245.36,A,A3,Creative director,10,RENT,75000
3000,3000,3000,36,14.47,103.22,C,C2,Executive chef,3,MORTGAGE,55000
30000,30000,30000,36,6.46,918.93,A,A1,Acquisition Program Manager,1,MORTGAGE,125244
12000,12000,12000,36,8.81,380.54,A,A5,Teacher,6,MORTGAGE,38400
25000,25000,25000,60,10.72,540.08,B,B2,Cushion sewer,7,MORTGAGE,75000
4000,4000,3725,36,12.98,134.74,B,B5,Lead teacher,1,RENT,32000
10000,10000,10000,60,15.02,238.01,C,C3,,0,MORTGAGE,90000
25000,25000,25000,60,8.19,509.19,A,A4,Senior Project Manager,3,MORTGAGE,132000
5000,5000,5000,36,8.19,157.13,A,A4,Truck driver,9,MORTGAGE,65000
6400,6400,6400,36,19.92,237.59,D,D3,technical designer,3,RENT,55000
15000,15000,15000,36,6.46,459.47,A,A1,Network Engineer ,8,MORTGAGE,120000
30000,30000,30000,36,8.19,942.73,A,A4,Senior Research Project Manager,7,RENT,122700
20000,20000,20000,60,10.33,428.2,B,B1,senior manager,2,RENT,95000
12000,12000,12000,60,10.33,256.92,B,B1,,0,MORTGAGE,75000
24000,24000,24000,60,20.89,647.8,D,D4,Teacher,6,MORTGAGE,85000
20000,20000,20000,36,13.56,679.29,C,C1,General Manager,1,RENT,60000
20000,20000,20000,36,8.19,628.49,A,A4,Network Control Group Representative,9,RENT,83000
16000,16000,16000,36,11.8,529.91,B,B4,,0,MORTGAGE,66000
29575,29575,29575,60,27.27,907.87,E,E5,police,9,MORTGAGE,140793
11000,11000,11000,36,8.81,348.83,A,A5,Legal Assistant,1,MORTGAGE,72000
31000,31000,31000,60,10.72,669.7,B,B2,Teacher,10,MORTGAGE,56896
15000,15000,15000,36,6.46,459.47,A,A1,Techncial Solutions Consultant,1,MORTGAGE,91800
20000,20000,20000,36,7.02,617.73,A,A2,Engineering Manager,3,MORTGAGE,155000
23000,23000,23000,60,11.8,509.31,B,B4,transcript evaluator,10,OWN,54000
15000,15000,15000,60,11.8,332.16,B,B4,Carrier,10,MORTGAGE,53000
30000,30000,30000,36,7.02,926.59,A,A2,Tech,9,MORTGAGE,120000
1500,1500,1500,36,15.02,52.02,C,C3,,0,RENT,44244
25000,25000,25000,36,8.81,792.79,A,A5,Autism specialists ,7,RENT,234000
15000,15000,15000,36,8.81,475.68,A,A5,,0,RENT,41000
10000,10000,10000,60,16.14,243.93,C,C4,Social Work,2,RENT,55000
16000,16000,16000,36,22.35,613.95,D,D5,Graduate Program Coordinator II,10,MORTGAGE,60043
34925,34925,34925,36,10.33,1132.36,B,B1,Engineering Administrator,10,MORTGAGE,125000
12000,12000,12000,60,16.14,292.72,C,C4,,0,MORTGAGE,47773
15000,15000,15000,60,14.47,352.69,C,C2,Preschool Teacher,1,RENT,38000
30000,30000,30000,36,6.46,918.93,A,A1,Senior Director ,6,RENT,125000
14000,14000,14000,36,14.47,481.69,C,C2,Benefit Advisor,2,OWN,56500
12000,12000,12000,36,11.8,397.43,B,B4,Grant Specialist,10,RENT,81000
30000,30000,30000,60,8.19,611.03,A,A4,Business Operations Manager,2,MORTGAGE,43000
10000,10000,10000,36,12.98,336.85,B,B5,Lead Crew Leader,10,RENT,60000
7200,7200,7200,36,14.47,247.73,C,C2,Technician,6,MORTGAGE,90000
5000,5000,5000,36,8.81,158.56,A,A5,,0,RENT,35000
27000,27000,27000,60,16.14,658.6,C,C4,Project Manager,10,RENT,81000
25000,25000,25000,36,7.56,778.35,A,A3,,1,MORTGAGE,110000
3500,3500,3500,36,8.19,109.99,A,A4,special education teacher,2,MORTGAGE,56511
33600,33600,33600,36,11.31,1104.97,B,B3,Finance advisor ,7,RENT,154000
40000,40000,40000,36,6.46,1225.24,A,A1,Account Manager,1,RENT,35000
4800,4800,4800,36,10.33,155.63,B,B1,Professor,10,RENT,80000
14000,14000,14000,60,15.02,333.21,C,C3,Billing ,5,MORTGAGE,57000
35800,35800,35800,36,6.46,1096.59,A,A1,Site Manager,5,MORTGAGE,115000
10500,10500,10500,36,11.31,345.31,B,B3,Appliance Specialist,6,MORTGAGE,55000
8000,8000,8000,36,6.46,245.05,A,A1,Asistant Administrator,5,RENT,30000
35000,35000,35000,36,13.56,1188.76,C,C1,Network engineer,1,RENT,50000
2500,2500,2500,36,17.97,90.35,D,D1,,0,RENT,40000
15000,15000,15000,36,17.97,542.07,D,D1,Maintenance and Planning Manager ,6,MORTGAGE,120000
3000,3000,2725,36,11.8,99.36,B,B4,Property Manager,3,MORTGAGE,40000
20000,20000,20000,60,14.47,470.26,C,C2,Registered dental hygienist,1,MORTGAGE,60000
5000,5000,5000,36,12.98,168.43,B,B5,,0,OWN,32000
32000,32000,32000,60,8.19,651.76,A,A4,Store director,10,MORTGAGE,135000
31750,31750,31750,36,8.19,997.72,A,A4,COO,9,MORTGAGE,471000
13575,13575,13575,36,11.31,446.43,B,B3,Director of Disclosure Product Developme,3,RENT,300000
16000,16000,16000,36,6.46,490.1,A,A1,,1,RENT,80000
20000,20000,20000,36,10.33,648.45,B,B1,HVAC Programmer,4,OWN,50000
14400,14400,14400,60,14.47,338.59,C,C2,,1,OWN,80000
40000,40000,40000,60,16.91,992.17,C,C5,Foreman,2,MORTGAGE,103000
25000,25000,25000,60,16.14,609.82,C,C4,salesman,7,MORTGAGE,100000
15600,15600,15600,36,16.91,555.49,C,C5,Clinical Pathways Manager,10,MORTGAGE,95729
18000,18000,18000,36,7.56,560.41,A,A3,Foreman ,10,MORTGAGE,60000
10000,10000,10000,36,16.14,352.27,C,C4,Manager ,8,RENT,48500
20000,20000,20000,36,6.46,612.62,A,A1,Controller,7,RENT,61000
10000,10000,10000,60,11.8,221.44,B,B4,x-ray technician ,10,MORTGAGE,160000
